tweet_id,retweet_count,favorite_count
730924654643314689,1956,6088
730573383004487680,2115,4858
730427201120833536,1043,3452
730211855403241472,1052,3776
730196704625098752,1882,4794
729854734790754305,1116,3993
729838605770891264,380,1711
729823566028484608,1234,3935
729463711119904772,2297,5739
729113531270991872,322,1858
728986383096946689,818,3112
728760639972315136,1691,4630
728751179681943552,675,2731
728653952833728512,1026,3274
728409960103686147,1985,4867
728387165835677696,955,3653
728046963732717569,1188,4258
728035342121635841,1651,4514
728015554473250816,1099,4074
727685679342333952,636,2931
727644517743104000,1737,5820
727524757080539137,1210,4430
727314416056803329,736,3302
727286334147182592,806,3015
727175381690781696,1370,3867
727155742655025152,1319,3582
726935089318363137,2431,6804
726887082820554753,1506,3797
726828223124897792,992,3527
726224900189511680,1136,4379
725842289046749185,2650,7011
725786712245440512,1357,4119
725729321944506368,1770,5148
725458796924002305,610,1397
724983749226668032,1301,3690
724771698126512129,632,2323
724405726123311104,1633,5228
724049859469295616,1758,4275
724046343203856385,549,2629
724004602748780546,1539,4136
723912936180330496,1225,3845
723688335806480385,2911,7585
723673163800948736,880,2978
723179728551723008,1849,5248
722974582966214656,1544,4055
722613351520608256,1623,4910
721503162398597120,1831,4572
721001180231503872,605,2495
720785406564900865,760,3084
720775346191278080,657,2430
720415127506415616,1486,4080
720389942216527872,2478,6304
720340705894408192,969,2830
720059472081784833,1108,3822
720043174954147842,1982,4851
719991154352222208,1726,4784
719704490224398336,1414,4492
719551379208073216,1887,4995
719367763014393856,734,2766
719339463458033665,1220,4379
719332531645071360,940,3390
718971898235854848,1066,3443
718939241951195136,1743,5195
718631497683582976,7954,18662
718613305783398402,477,2409
718540630683709445,1007,2423
718460005985447936,521,2667
718454725339934721,1496,4811
718246886998687744,499,1892
718234618122661888,986,3830
717841801130979328,599,2428
717790033953034240,1101,2842
717537687239008257,1841,5726
717428917016076293,443,1593
717421804990701568,839,3127
717047459982213120,1915,6224
717009362452090881,954,3213
716802964044845056,1160,4237
716791146589110272,1562,8070
716730379797970944,424,1218
716447146686459905,5797,12920
716439118184652801,207,2352
716285507865542656,1047,2740
716080869887381504,1882,6679
715928423106027520,871,3158
715758151270801409,1423,3676
715733265223708672,1672,4609
715704790270025728,562,2764
715696743237730304,1278,3869
715680795826982913,1599,4257
715360349751484417,1550,5418
715342466308784130,687,3012
715220193576927233,641,2396
715200624753819648,1869,5082
715009755312439296,1217,4107
714982300363173890,1022,3698
714962719905021952,4219,7273
714957620017307648,1399,4086
714631576617938945,988,3239
714606013974974464,920,3594
714485234495041536,1118,2656
714258258790387713,714,2998
714251586676113411,827,3245
714214115368108032,864,2244
714141408463036416,1380,4278
713919462244790272,782,3259
713909862279876608,531,1880
713900603437621249,737,2803
713761197720473600,1366,4820
713411074226274305,1285,4401
713177543487135744,2807,7150
713175907180089344,1462,4416
712809025985978368,6647,18367
712717840512598017,4930,12223
712668654853337088,1204,4144
712438159032893441,1549,5272
712309440758808576,25,242
712097430750289920,1020,3741
712092745624633345,881,2915
712085617388212225,481,3239
712065007010385924,614,2246
711998809858043904,125,0
711968124745228288,2282,7983
711743778164514816,975,2808
711732680602345472,4076,8757
711694788429553666,18163,32561
711652651650457602,904,3816
711363825979756544,1130,3612
711306686208872448,731,3272
711008018775851008,607,2970
710997087345876993,1375,4523
710844581445812225,683,2519
710833117892898816,528,2659
710658690886586372,554,2289
710609963652087808,2360,4749
710588934686908417,1850,4486
710296729921429505,731,2354
710283270106132480,517,2127
710272297844797440,1239,4491
710269109699739648,1114,2375
710153181850935296,879,2878
710140971284037632,873,2731
710117014656950272,1975,5436
709918798883774466,1076,3451
709901256215666688,99,663
709852847387627521,1191,3490
709566166965075968,1199,3518
709556954897764353,1064,3260
709519240576036864,235,1479
709449600415961088,564,2205
709409458133323776,675,2597
709225125749587968,569,2391
709207347839836162,5752,12423
709198395643068416,638,2408
709179584944730112,664,1984
709158332880297985,411,2015
709042156699303936,1612,4700
708853462201716736,653,1784
708845821941387268,894,2960
708834316713893888,495,1667
708810915978854401,6870,16331
708738143638450176,801,2723
708711088997666817,713,2512
708479650088034305,676,2522
708469915515297792,806,3071
708400866336894977,9966,15825
708356463048204288,1306,3553
708349470027751425,732,2324
708149363256774660,1541,4241
708130923141795840,845,3354
708119489313951744,974,2664
708109389455101952,546,1929
708026248782585858,1915,4351
707995814724026368,1116,3102
707983188426153984,2,50
707969809498152960,957,2679
707776935007539200,951,3250
707741517457260545,610,2464
707738799544082433,2438,4045
707693576495472641,984,3371
707629649552134146,869,2547
707610948723478529,6301,16838
707420581654872064,694,2255
707411934438625280,595,2285
707387676719185920,1279,3469
707377100785885184,1084,3250
707315916783140866,634,2452
707297311098011648,780,2749
707059547140169728,666,2575
707038192327901184,784,2169
707021089608753152,1346,4054
707014260413456384,595,2297
706904523814649856,7803,14457
706901761596989440,590,2037
706681918348251136,965,3274
706644897839910912,1081,2552
706593038911545345,629,2134
706538006853918722,1416,3448
706516534877929472,1025,3091
706346369204748288,917,3421
706310011488698368,7859,21132
706291001778950144,474,1683
706265994973601792,928,2710
706169069255446529,2194,3877
706166467411222528,1588,5128
706153300320784384,383,1473
705975130514706432,727,3086
705970349788291072,886,3148
705898680587526145,546,2347
705786532653883392,513,1918
705591895322394625,1146,3140
705475953783398401,906,2937
705442520700944385,1616,4396
705428427625635840,1672,3783
705239209544720384,745,2983
705223444686888960,794,2569
705102439679201280,515,2126
705066031337840642,615,2167
704871453724954624,1108,4238
704859558691414016,537,2237
704847917308362754,1516,5029
704819833553219584,979,2617
704761120771465216,2897,6589
704499785726889984,1008,2898
704491224099647488,78,749
704480331685040129,1061,3361
704364645503647744,3527,7931
704347321748819968,348,1568
704134088924532736,456,1492
704113298707505153,569,1837
704054845121142784,907,2901
703774238772166656,457,1831
703769065844768768,1134,3253
703631701117943808,677,2561
703611486317502464,1518,3816
703425003149250560,1360,3785
703407252292673536,691,2425
703382836347330562,1139,3490
703356393781329922,383,1912
703268521220972544,546,1961
703079050210877440,3061,7344
703041949650034688,12405,26159
702932127499816960,727,2560
702899151802126337,451,1600
702684942141153280,1073,3204
702671118226825216,552,2182
702598099714314240,3409,12156
702539513671897089,952,2865
702332542343577600,1537,3154
702321140488925184,1034,3256
702276748847800320,762,2450
702217446468493312,1325,4736
701981390485725185,986,3424
701952816642965504,1019,3819
701889187134500865,1378,3517
701805642395348998,1665,3385
701601587219795968,448,2078
701570477911896070,920,2794
701545186879471618,605,2642
701214700881756160,5066,12118
700890391244103680,563,2201
700864154249383937,617,2577
700847567345688576,501,2439
700796979434098688,934,2423
700747788515020802,9247,22663
700518061187723268,793,2590
700505138482569216,564,2271
700462010979500032,1776,4098
700167517596164096,731,2610
700151421916807169,669,2221
700143752053182464,2701,7470
700062718104104960,687,2632
700029284593901568,583,2057
700002074055016451,1333,3298
699801817392291840,948,3042
699788877217865730,506,2215
699779630832685056,1221,2724
699775878809702401,603,1946
699691744225525762,4586,10207
699446877801091073,2598,5913
699434518667751424,513,2150
699423671849451520,324,1354
699413908797464576,622,2068
699370870310113280,441,1875
699323444782047232,857,3133
699088579889332224,630,2229
699079609774645248,651,2435
699072405256409088,1184,2952
699060279947165696,1787,3723
699036661657767936,1190,2584
698989035503689728,969,3319
698953797952008193,893,2663
698907974262222848,622,2522
698710712454139905,677,2452
698703483621523456,376,1437
698635131305795584,337,1287
698549713696649216,621,2307
698355670425473025,444,1844
698342080612007937,949,2259
698262614669991936,1989,4720
698195409219559425,5941,16654
698178924120031232,736,2788
697995514407682048,330,1508
697990423684476929,1290,3266
697943111201378304,672,2368
697881462549430272,1169,2992
697630435728322560,538,1733
697616773278015490,1007,3146
697596423848730625,1257,3000
697575480820686848,496,2030
697516214579523584,1107,2044
697482927769255936,672,2400
697463031882764288,1391,3395
697270446429966336,1863,4663
697259378236399616,999,3282
697255105972801536,1156,3020
697242256848379904,666,2499
696900204696625153,1015,3153
696894894812565505,674,2334
696886256886657024,1791,4824
696877980375769088,706,2420
696754882863349760,360,1476
696744641916489729,934,2051
696713835009417216,650,2359
696518437233913856,1701,3885
696490539101908992,141,1206
696488710901260288,1012,2508
696405997980676096,1147,3187
696100768806522880,650,1920
695816827381944320,1154,2999
695794761660297217,760,3144
695767669421768709,742,1846
695629776980148225,2079,4528
695446424020918272,1800,4367
695409464418041856,3555,8606
695314793360662529,1446,3606
695095422348574720,611,2618
695074328191332352,1090,2821
695064344191721472,588,1593
695051054296211456,784,2649
694925794720792577,914,2676
694905863685980160,936,2729
694669722378485760,14290,35573
694356675654983680,285,1489
694352839993344000,613,2021
694342028726001664,481,1566
694329668942569472,498,1995
694206574471057408,2027,4129
694183373896572928,921,2931
694001791655137281,1020,3386
693993230313091072,398,1862
693942351086120961,369,1736
693647888581312512,580,2669
693644216740769793,122,1336
693642232151285760,408,2517
693629975228977152,789,2422
693622659251335168,372,1528
693590843962331137,1946,5024
693582294167244802,250,1636
693486665285931008,634,1765
693280720173801472,1227,3328
693267061318012928,807,2360
693262851218264065,496,2199
693231807727280129,731,2852
693155686491000832,3190,7825
693109034023534592,607,1698
693095443459342336,458,1843
692919143163629568,747,2662
692905862751522816,861,2410
692901601640583168,599,1751
692894228850999298,799,2251
692828166163931137,877,2851
692752401762250755,3623,6771
692568918515392513,1523,4335
692535307825213440,1355,3147
692530551048294401,411,1814
692423280028966913,225,1473
692417313023332352,3442,9302
692187005137076224,815,2521
692158366030913536,784,2136
692142790915014657,392,1640
692041934689402880,1265,3386
692017291282812928,953,2866
691820333922455552,1651,3931
691793053716221953,4201,8080
691756958957883396,994,2838
691675652215414786,504,1943
691483041324204033,561,2378
691459709405118465,1135,4019
691444869282295808,845,2634
691416866452082688,7578,19186
691321916024623104,658,2547
691096613310316544,874,2944
691090071332753408,331,1710
690989312272396288,2846,5860
690959652130045952,1239,3557
690938899477221376,1940,4060
690932576555528194,1010,3264
690735892932222976,1263,3759
690728923253055490,512,2163
690690673629138944,812,2317
690649993829576704,278,1293
690607260360429569,18,293
690597161306841088,598,1940
690400367696297985,450,1874
690374419777196032,842,3234
690360449368465409,875,2658
690348396616552449,515,1499
690248561355657216,413,1665
690021994562220032,1026,2770
690015576308211712,727,2475
690005060500217858,1681,3636
689999384604450816,367,1410
689993469801164801,447,1454
689977555533848577,443,1355
689905486972461056,697,2426
689877686181715968,1155,3022
689835978131935233,742,2162
689661964914655233,924,3202
689659372465688576,3843,10322
689623661272240129,638,2219
689599056876867584,5485,11571
689557536375177216,453,2032
689517482558820352,1421,3378
689289219123089408,935,2248
689283819090870273,1099,3249
689280876073582592,705,1967
689275259254616065,243,1138
689255633275777024,1078,2536
689154315265683456,995,3061
689143371370250240,507,2010
688916208532455424,861,2700
688908934925697024,758,2103
688898160958271489,776,2085
688894073864884227,685,2231
688828561667567616,368,1371
688804835492233216,191,959
688789766343622656,657,2203
688547210804498433,692,2582
688519176466644993,722,2303
688385280030670848,4454,9229
688211956440801280,825,2228
688179443353796608,580,2130
688116655151435777,770,2810
688064179421470721,358,1722
687841446767013888,2497,5423
687826841265172480,1115,2732
687818504314159109,940,2465
687807801670897665,713,2387
687732144991551489,663,1749
687704180304273409,836,2417
687664829264453632,509,1925
687494652870668288,575,1886
687480748861947905,239,1588
687476254459715584,531,1975
687460506001633280,540,2044
687399393394311168,614,1874
687317306314240000,9114,20014
687312378585812992,1889,4329
687127927494963200,2252,5405
687124485711986689,500,2159
687109925361856513,2447,5759
687102708889812993,970,2329
687096057537363968,599,2226
686947101016735744,3173,8578
686760001961103360,1372,3496
686749460672679938,1447,3452
686730991906516992,1192,4112
686683045143953408,795,2807
686618349602762752,1356,3684
686606069955735556,541,1875
686394059078897668,684,1729
686386521809772549,873,3235
686377065986265092,563,2195
686358356425093120,664,2169
686286779679375361,1654,3980
686050296934563840,726,2202
686035780142297088,116,1139
686034024800862208,1137,3069
686007916130873345,409,2473
686003207160610816,621,1818
685973236358713344,518,2087
685943807276412928,588,1621
685906723014619143,2865,7456
685681090388975616,124,2020
685667379192414208,561,2346
685663452032069632,1447,3219
685641971164143616,773,2918
685547936038666240,15522,32726
685532292383666176,1149,3015
685325112850124800,3945,9394
685321586178670592,635,2639
685315239903100929,1037,3291
685307451701334016,439,2060
685268753634967552,1193,3083
685198997565345792,666,2330
685169283572338688,1422,4087
684969860808454144,367,2375
684959798585110529,3103,6788
684940049151070208,1041,3190
684926975086034944,457,3473
684914660081053696,1440,3496
684902183876321280,524,1859
684880619965411328,802,2078
684830982659280897,21519,34782
684800227459624960,995,2725
684594889858887680,3476,8841
684588130326986752,1403,4094
684567543613382656,1207,2998
684538444857667585,946,2635
684481074559381504,1161,3865
684460069371654144,557,1965
684241637099323392,3254,8085
684225744407494656,207,1219
684222868335505415,1359,3793
684200372118904832,1025,2140
684195085588783105,508,1899
684188786104872960,1162,3473
684177701129875456,657,2002
684147889187209216,1508,2962
684122891630342144,464,1998
684097758874210310,1422,4086
683857920510050305,1116,3782
683852578183077888,341,1926
683849932751646720,957,2592
683834909291606017,1104,2604
683828599284170753,1057,2774
683773439333797890,1340,3330
683742671509258241,3276,6433
683515932363329536,2876,7285
683498322573824003,960,3157
683481228088049664,992,2638
683462770029932544,668,2407
683449695444799489,1596,3868
683391852557561860,2383,7574
683357973142474752,908,2888
683142553609318400,1039,2850
683111407806746624,905,3382
683098815881154561,654,2147
683078886620553216,560,1978
683030066213818368,732,2150
682962037429899265,16449,36582
682808988178739200,167,1767
682788441537560576,1103,2459
682750546109968385,435,1508
682697186228989953,356,1313
682662431982772225,1074,3042
682638830361513985,595,2061
682429480204398592,1145,3420
682406705142087680,1757,7505
682393905736888321,667,2221
682389078323662849,456,1644
682303737705140231,963,3037
682259524040966145,1196,4117
682242692827447297,1153,3229
682088079302213632,9794,18112
682059653698686977,1668,4905
682047327939461121,924,3170
682032003584274432,1988,6521
682003177596559360,1513,3104
681981167097122816,1024,2790
681891461017812993,810,2453
681694085539872773,4024,12697
681679526984871937,435,1763
681654059175129088,914,2620
681610798867845120,460,1889
681579835668455424,1285,3525
681523177663676416,5713,14200
681340665377193984,275,1633
681339448655802368,4052,9214
681320187870711809,736,2628
681302363064414209,1802,3906
681297372102656000,944,3187
681281657291280384,1088,3202
681261549936340994,266,1448
681242418453299201,525,1476
681231109724700672,479,2391
681193455364796417,1470,3673
680970795137544192,649,2407
680959110691590145,1987,4551
680940246314430465,1045,3181
680934982542561280,431,2070
680913438424612864,618,2383
680889648562991104,360,1750
680836378243002368,1308,3435
680805554198020098,659,2137
680801747103793152,812,2364
680798457301471234,1022,2824
680609293079592961,692,2610
680583894916304897,1323,3593
680497766108381184,1898,4207
680494726643068929,481,1704
680473011644985345,736,2527
680440374763077632,496,1435
680221482581123072,291,1457
680206703334408192,1154,2811
680191257256136705,497,2126
680176173301628928,1535,3869
680161097740095489,726,2309
680145970311643136,1722,3577
680130881361686529,933,2271
680115823365742593,897,2692
680100725817409536,1360,3540
680085611152338944,8902,12705
680070545539371008,854,2561
679877062409191424,643,1974
679872969355714560,654,2169
679862121895714818,613,2437
679854723806179328,1214,2829
679844490799091713,752,2344
679828447187857408,13863,35916
679777920601223168,1089,3065
679736210798047232,780,2077
679729593985699840,816,2147
679722016581222400,460,1644
679530280114372609,2062,4754
679527802031484928,714,2620
679511351870550016,1251,3327
679503373272485890,1447,3137
679475951516934144,632,2074
679462823135686656,18568,31209
679405845277462528,1191,2344
679158373988876288,7934,21040
679148763231985668,1015,2742
679132435750195208,1141,2940
679111216690831360,2542,5886
679062614270468097,7965,16744
679047485189439488,658,2221
679001094530465792,1204,2787
678991772295516161,1139,2271
678969228704284672,452,1627
678800283649069056,886,2533
678798276842360832,1145,3413
678774928607469569,891,2777
678767140346941444,1340,3481
678764513869611008,468,1612
678755239630127104,3224,7013
678740035362037760,1655,3709
678708137298427904,2387,5520
678675843183484930,1435,2821
678643457146150913,400,2024
678446151570427904,1520,3939
678424312106393600,2500,5396
678410210315247616,1774,4158
678399652199309312,31248,78133
678396796259975168,408,1572
678389028614488064,418,1847
678380236862578688,896,2402
678341075375947776,528,1710
678334497360859136,249,1289
678278586130948096,5983,11251
678255464182861824,358,1567
678023323247357953,375,1885
678021115718029313,6217,13404
677961670166224897,1658,3362
677918531514703872,397,1323
677895101218201600,2034,4747
677716515794329600,966,3004
677700003327029250,1417,3330
677698403548192770,312,1211
677687604918272002,834,2452
677673981332312066,1470,3278
677662372920729601,937,1919
677644091929329666,783,1825
677573743309385728,690,2092
677565715327688705,454,1276
677557565589463040,1127,2402
677547928504967168,3600,6819
677530072887205888,223,1045
677335745548390400,1743,2989
677334615166730240,280,1319
677331501395156992,232,1065
677328882937298944,1475,3576
677314812125323265,521,1615
677301033169788928,393,1215
677269281705472000,696,1948
677228873407442944,1608,3483
677187300187611136,903,2690
676975532580409345,1046,2724
676957860086095872,797,2196
676949632774234114,388,1280
676948236477857792,847,2121
676946864479084545,361,1696
676942428000112642,735,2031
676936541936185344,4814,12465
676916996760600576,1774,2924
676897532954456065,709,2204
676864501615042560,694,2055
676821958043033607,15229,22454
676819651066732545,648,1784
676811746707918848,414,1391
676776431406465024,1981,4897
676617503762681856,938,2822
676613908052996102,197,1060
676606785097199616,423,1849
676603393314578432,375,1138
676593408224403456,2116,4464
676590572941893632,119,899
676588346097852417,762,2265
676582956622721024,268,1169
676575501977128964,1096,2518
676533798876651520,542,1828
676496375194980353,521,1490
676470639084101634,4570,11332
676440007570247681,646,1683
676430933382295552,337,1365
676263575653122048,528,2033
676237365392908289,281,1183
676219687039057920,30325,74650
676215927814406144,561,1698
676191832485810177,1006,2226
676146341966438401,645,1869
676121918416756736,1130,2113
676101918813499392,1137,2758
676098748976615425,1385,2930
676089483918516224,427,1278
675898130735476737,558,1569
675891555769696257,832,2070
675888385639251968,933,2319
675878199931371520,1364,4080
675870721063669760,551,1586
675853064436391936,1257,2624
675849018447167488,140,916
675845657354215424,855,2214
675822767435051008,521,1481
675820929667219457,230,1020
675798442703122432,3321,9988
675781562965868544,453,1590
675740360753160193,332,1134
675710890956750848,793,1836
675707330206547968,663,1922
675706639471788032,92,627
675534494439489536,401,1779
675531475945709568,370,1154
675522403582218240,281,1012
675517828909424640,451,1254
675501075957489664,5664,16689
675497103322386432,1254,3048
675489971617296384,576,1258
675483430902214656,952,1792
675432746517426176,551,1475
675372240448454658,501,1641
675362609739206656,225,1022
675354435921575936,16270,31595
675349384339542016,2201,3801
675334060156301312,1246,2684
675166823650848770,1537,3461
675153376133427200,2497,6062
675149409102012420,1630,3637
675147105808306176,227,915
675146535592706048,287,1148
675145476954566656,867,2068
675135153782571009,467,1266
675113801096802304,759,1889
675111688094527488,244,933
675109292475830276,1098,2709
675047298674663426,311,1036
675015141583413248,1146,2627
675006312288268288,216,953
675003128568291329,450,1516
674999807681908736,1070,2175
674805413498527744,343,835
674800520222154752,825,2921
674793399141146624,1053,2433
674790488185167872,242,1071
674788554665512960,202,790
674781762103414784,1153,1944
674774481756377088,452,1080
674767892831932416,753,1768
674764817387900928,229,769
674754018082705410,429,1326
674752233200820224,448,1421
674743008475090944,530,1354
674742531037511680,49,471
674739953134403584,375,1066
674737130913071104,85,626
674690135443775488,456,1111
674670581682434048,625,1555
674664755118911488,242,883
674646392044941312,474,1388
674644256330530816,260,999
674638615994089473,560,1634
674632714662858753,554,1454
674606911342424069,95,908
674468880899788800,1961,6021
674447403907457024,345,1027
674436901579923456,375,1076
674422304705744896,523,1383
674416750885273600,131,667
674410619106390016,443,1161
674394782723014656,552,1462
674372068062928900,304,826
674330906434379776,72,546
674318007229923329,503,1363
674307341513269249,6709,10965
674291837063053312,5641,14191
674271431610523648,708,1515
674269164442398721,221,883
674265582246694913,808,1581
674262580978937856,434,1265
674255168825880576,523,1413
674082852460433408,163,736
674075285688614912,273,956
674063288070742018,2112,6160
674053186244734976,1245,3182
674051556661161984,472,1401
674045139690631169,615,1358
674042553264685056,121,695
674038233588723717,401,1067
674036086168010753,200,821
674024893172875264,1176,1712
674019345211760640,292,1088
674014384960745472,609,1504
674008982932058114,339,1154
673956914389192708,917,1887
673919437611909120,356,1129
673906403526995968,1562,3061
673887867907739649,244,907
673716320723169284,720,2972
673715861853720576,1979,3403
673711475735838725,286,1004
673709992831262724,262,804
673708611235921920,275,1038
673707060090052608,378,1061
673705679337693185,393,1214
673700254269775872,544,1378
673697980713705472,1891,3821
673689733134946305,618,1674
673688752737402881,474,1217
673686845050527744,415,1388
673680198160809984,446,1318
673662677122719744,352,1211
673656262056419329,228,693
673636718965334016,346,1062
673612854080196609,689,1542
673583129559498752,345,1147
673580926094458881,263,803
673576835670777856,541,1336
673363615379013632,291,987
673359818736984064,645,1400
673355879178194945,553,1449
673352124999274496,518,1600
673350198937153538,200,724
673345638550134785,1208,2419
673343217010679808,258,932
673342308415348736,551,1225
673320132811366400,7543,12929
673317986296586240,244,847
673295268553605120,3044,7229
673270968295534593,347,1037
673240798075449344,692,1370
673213039743795200,805,2164
673148804208660480,602,1629
672997845381865473,680,1892
672995267319328768,273,914
672988786805112832,275,952
672984142909456390,520,1213
672980819271634944,971,1751
672975131468300288,863,1613
672970152493887488,341,916
672968025906282496,519,1276
672964561327235073,616,1372
672902681409806336,475,1320
672898206762672129,404,874
672884426393653248,808,1488
672877615439593473,337,994
672834301050937345,539,1262
672828477930868736,467,1211
672640509974827008,303,943
672622327801233409,465,1243
672614745925664768,555,1180
672609152938721280,373,1070
672604026190569472,383,1070
672594978741354496,587,1287
672591762242805761,323,920
672591271085670400,177,694
672538107540070400,346,992
672523490734551040,160,608
672488522314567680,416,1066
672482722825261057,570,1081
672481316919734272,123,693
672475084225949696,672,1392
672466075045466113,509,1306
672272411274932228,3215,6206
672267570918129665,591,1434
672264251789176834,324,1094
672256522047614977,1468,2713
672254177670729728,707,1382
672248013293752320,572,1672
672245253877968896,147,660
672239279297454080,309,863
672231046314901505,963,1756
672222792075620352,203,756
672205392827572224,1102,2173
672169685991993344,352,983
672160042234327040,341,842
672139350159835138,662,1671
672125275208069120,1093,2288
672095186491711488,354,963
672082170312290304,348,907
672068090318987265,494,1244
671896809300709376,3994,8166
671891728106971137,547,1266
671882082306625538,1327,3325
671879137494245376,637,1356
671874878652489728,525,1205
671866342182637568,472,1076
671855973984772097,418,869
671789708968640512,3317,6778
671768281401958400,477,1151
671763349865160704,864,1606
671744970634719232,725,1297
671743150407421952,227,723
671735591348891648,725,1390
671729906628341761,4160,8161
671561002136281088,6916,12266
671550332464455680,201,871
671547767500775424,564,1295
671544874165002241,1002,1887
671542985629241344,538,1050
671538301157904385,371,896
671536543010570240,387,1122
671533943490011136,552,984
671528761649688577,248,813
671520732782923777,504,1339
671518598289059840,284,913
671511350426865664,672,1533
671504605491109889,3398,6713
671497587707535361,427,884
671488513339211776,454,962
671486386088865792,186,558
671485057807351808,223,730
671390180817915904,712,1386
671362598324076544,286,1061
671357843010908160,147,386
671355857343524864,113,467
671347597085433856,411,921
671186162933985280,201,703
671182547775299584,321,1075
671166507850801152,330,841
671163268581498880,1047,1580
671159727754231808,76,356
671154572044468225,208,684
671151324042559489,144,641
671147085991960577,204,642
671141549288370177,625,1105
671138694582165504,382,888
671134062904504320,184,716
671122204919246848,2399,3357
671115716440031232,744,1309
671109016219725825,418,1102
670995969505435648,280,1068
670842764863651840,8296,23696
670840546554966016,185,563
670838202509447168,661,1071
670833812859932673,116,424
670832455012716544,206,706
670826280409919488,3877,5299
670823764196741120,178,744
670822709593571328,91,584
670815497391357952,1467,3049
670811965569282048,258,1085
670807719151067136,465,1121
670804601705242624,913,1884
670803562457407488,84,331
670797304698376195,225,709
670792680469889025,260,791
670789397210615808,224,636
670786190031921152,193,576
670783437142401025,367,796
670782429121134593,733,1493
670780561024270336,277,761
670778058496974848,70,319
670764103623966721,400,1039
670755717859713024,103,425
670733412878163972,492,921
670727704916926465,341,801
670717338665226240,460,1152
670704688707301377,355,746
670691627984359425,231,569
670679630144274432,269,724
670676092097810432,39,239
670668383499735048,4777,10239
670474236058800128,706,1454
670468609693655041,83,344
670465786746662913,519,932
670452855871037440,194,529
670449342516494336,622,1155
670444955656130560,1891,6454
670442337873600512,190,624
670435821946826752,490,1015
670434127938719744,618,1352
670433248821026816,106,318
670428280563085312,590,1327
670427002554466305,152,502
670421925039075328,603,1256
670420569653809152,301,597
670417414769758208,306,550
670411370698022913,847,1946
670408998013820928,209,536
670403879788544000,144,410
670385711116361728,193,544
670374371102445568,258,719
670361874861563904,62,317
670338931251150849,102,410
670319130621435904,1161,3725
670303360680108032,125,416
670290420111441920,270,673
670093938074779648,316,989
670086499208155136,243,671
670079681849372674,1165,2128
670073503555706880,751,1502
670069087419133954,225,598
670061506722140161,316,735
670055038660800512,313,642
670046952931721218,162,620
670040295598354432,105,724
670037189829525505,259,572
670003130994700288,86,318
669993076832759809,79,313
669972011175813120,149,426
669970042633789440,55,291
669942763794931712,151,486
669926384437997569,93,363
669923323644657664,53,224
669753178989142016,377,775
669749430875258880,63,253
669684865554620416,86,495
669683899023405056,102,373
669682095984410625,128,342
669680153564442624,269,647
669661792646373376,411,778
669625907762618368,1721,3387
669603084620980224,344,916
669597912108789760,142,496
669583744538451968,879,1433
669573570759163904,132,421
669571471778410496,972,1532
669567591774625800,53,226
669564461267722241,117,373
669393256313184256,70,348
669375718304980992,693,1273
669371483794317312,171,476
669367896104181761,143,442
669363888236994561,216,599
669359674819481600,114,357
669354382627049472,1221,2588
669353438988365824,248,603
669351434509529089,171,417
669328503091937280,398,977
669327207240699904,114,553
669324657376567296,198,482
669216679721873412,387,1148
669214165781868544,151,423
669203728096960512,449,968
669037058363662336,298,630
669015743032369152,357,716
669006782128353280,235,554
669000397445533696,6082,20058
668994913074286592,216,423
668992363537309700,323,720
668989615043424256,314,649
668988183816871936,440,867
668986018524233728,156,532
668981893510119424,287,518
668979806671884288,332,769
668975677807423489,555,1253
668967877119254528,21,139
668960084974809088,231,680
668955713004314625,67,266
668932921458302977,55,252
668902994700836864,97,307
668892474547511297,143,385
668872652652679168,288,508
668852170888998912,153,435
668826086256599040,128,420
668815180734689280,252,540
668779399630725120,350,680
668655139528511488,208,503
668645506898350081,506,840
668643542311546881,505,841
668641109086707712,518,1028
668636665813057536,468,999
668633411083464705,1536,2683
668631377374486528,302,678
668627278264475648,109,304
668625577880875008,122,368
668623201287675904,716,1367
668620235289837568,38,191
668614819948453888,304,594
668587383441514497,1023,1594
668567822092664832,50,233
668544745690562560,215,493
668542336805281792,202,436
668537837512433665,67,245
668528771708952576,213,446
668507509523615744,100,312
668496999348633600,125,392
668484198282485761,222,412
668480044826800133,141,440
668466899341221888,489,856
668297328638447616,282,603
668291999406125056,29,234
668286279830867968,130,484
668274247790391296,223,788
668268907921326080,222,535
668256321989451776,573,1240
668248472370458624,459,930
668237644992782336,2703,5922
668226093875376128,97,287
668221241640230912,187,496
668204964695683073,186,534
668190681446379520,191,621
668171859951755264,183,466
668154635664932864,295,479
668142349051129856,267,554
668113020489474048,224,645
667937095915278337,756,1200
667924896115245057,108,284
667915453470232577,53,199
667911425562669056,282,473
667902449697558528,360,824
667886921285246976,1027,1790
667885044254572545,449,786
667878741721415682,113,376
667873844930215936,384,601
667866724293877760,979,2895
667861340749471744,74,234
667832474953625600,59,285
667806454573760512,467,1013
667801013445750784,93,316
667793409583771648,313,674
667782464991965184,234,397
667773195014021121,52,225
667766675769573376,204,421
667728196545200128,143,364
667724302356258817,306,460
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2142,5511
667546741521195010,116,325
667544320556335104,499,823
667538891197542400,61,196
667534815156183040,496,783
667530908589760512,224,446
667524857454854144,1061,1619
667517642048163840,181,352
667509364010450944,2017,6486
667502640335572993,212,518
667495797102141441,253,500
667491009379606528,212,506
667470559035432960,90,245
667455448082227200,56,183
